,id,quoteId,elementId,projectId,elementName,text,functionality,concept,directives,purpose,quality,control,structure,patterns,codeExamples,environment,reference,nonInformation,knCount,length,Three class
493,32276,439507,443251,8,public class ByteLookupTable   ,"This class defines a lookup table object. The output of a lookup operation  using an object of this class is interpreted as an unsigned byte quantity.  The lookup table contains byte data arrays for one or more bands (or  components) of an image, and it contains an offset which will be subtracted  from the input values before indexing the arrays. This allows an array  smaller than the native data size to be provided for a constrained input.  If there is only one array in the lookup table, it will be applied to all  bands.  See Also:     ShortLookupTable, LookupOp",1,1,0,1,1,0,0,0,0,0,0,0,4,98,clean
494,38114,217826,220775,7,"Microsoft.SqlServer.Server.SqlDataRecord.SetSqlDecimal(System.Int32,System.Data.SqlTypes.SqlDecimal)","Additional online Documentation: Syntax: public virtual void SetSqlDecimal( int ordinal, SqlDecimal value ) Parameters ordinalType: System.Int32 The zero-based ordinal of the column. valueType: System.Data.SqlTypes.SqlDecimal The new value of the column. Summary: Sets the data stored in the column to the specified SqlDecimal value.",1,0,0,0,0,0,0,0,0,0,0,1,2,47,mixed
495,37726,209199,212125,7,System.Activities.Statements.InvokeAction`8.Argument4,"Additional online Documentation: Syntax: [RequiredArgumentAttribute] public InArgument<T4> Argument4 { get; set; } Property Value Type: System.Activities.InArgument(Of T4) The fourth argument passed to the associated ActivityAction(Of T1, T2, T3, T4, T5, T6, T7, T8). Summary: Gets or sets the fourth InArgument(Of T) passed to the associated ActivityAction(Of T1, T2, T3, T4, T5, T6, T7, T8).",0,0,0,0,0,0,0,0,0,0,0,0,0,59,
496,32268,439696,443440,8,public final class DataBufferByte   ,This class extends DataBuffer and stores data internally as bytes. Values  stored in the byte array(s) of this DataBuffer are treated as unsigned  values.,1,0,0,0,1,0,1,0,0,0,0,0,3,25,clean
497,32617,447998,451742,8,public class SQLTransientConnectionException   ,"The subclass of SQLException for the SQLState class value '08',  representing that the connection operation that failed might be able to  succeed when the operation is retried without any application-level  changes.  Since:     1.6 See Also:     Serialized Form",1,0,0,0,0,0,0,0,0,0,1,0,2,36,clean
498,33995,466073,469817,8,protected MouseMotionListener listMouseMotionListener, This protected field is implementation specific. Do not access directly or override. Use the create method instead  See Also: createListMouseMotionListener() ,0,0,1,0,0,0,0,0,0,0,0,0,1,20,clean
499,33578,488623,492367,8,public interface ClientAuthConfig   ,"This interface encapsulates the configuration of ClientAuthContext objects  for a message layer and application context (for example, the messaging  context of a specific application, or set of applications).  Implementations of this interface are returned by an AuthConfigProvider.  Callers interact with a ClientAuthConfig to obtain ClientAuthContext  objects suitable for processing a given message exchange at the layer and  within the application context of the ClientAuthConfig. Each  ClientAuthContext object is responsible for instantiating, initializing,  and invoking the one or more ClientAuthModules encapsulated in the  ClientAuthContext.  After having acquired a ClientAuthContext, a caller operates on the context  to cause it to invoke the encapsulated ClientAuthModules to secure client  requests and to validate server responses.  Version:     %I%, %G% See Also:     AuthConfigProvider",1,0,0,0,0,1,0,0,0,0,0,0,2,117,clean
500,32662,448348,452092,8,public abstract class DateFormat   ,"DateFormat is an abstract class for date/time formatting subclasses which  formats and parses dates or time in a language-independent manner. The  date/time formatting subclass, such as SimpleDateFormat, allows for  formatting (i.e., date -> text), parsing (text -> date), and normalization.  The date is represented as a Date object or as the milliseconds since  January 1, 1970, 00:00:00 GMT.  DateFormat provides many class methods for obtaining default date/time  formatters based on the default or a given locale and a number of  formatting styles. The formatting styles include FULL, LONG, MEDIUM, and  SHORT. More detail and examples of using these styles are provided in the  method descriptions.  DateFormat helps you to format and parse dates for any locale. Your code  can be completely independent of the locale conventions for months, days of  the week, or even the calendar format: lunar vs. solar.  To format a date for the current Locale, use one of the static factory  methods:   myString = DateFormat.getDateInstance().format(myDate);   If you are formatting multiple dates, it is more efficient to get the  format and use it multiple times so that the system doesn't have to fetch  the information about the local language and country conventions multiple  times.   DateFormat df = DateFormat.getDateInstance(); for (int i = 0; i < myDate.length; ++i) { output.println(df.format(myDate[i]) + ; ); }   To format a date for a different Locale, specify it in the call to  getDateInstance().   DateFormat df = DateFormat.getDateInstance(DateFormat.LONG, Locale.FRANCE);   You can use a DateFormat to parse also.   myDate = df.parse(myString);   Use getDateInstance to get the normal date format for that country. There  are other static factory methods available. Use getTimeInstance to get the  time format for that country. Use getDateTimeInstance to get a date and  time format. You can pass in different options to these factory methods to  control the length of the result; from SHORT to MEDIUM to LONG to FULL. The  exact result depends on the locale, but generally:      * SHORT is completely numeric, such as 12.13.52 or 3:30pm     * MEDIUM is longer, such as Jan 12, 1952     * LONG is longer, such as January 12, 1952 or 3:30:32pm     * FULL is pretty completely specified, such as Tuesday, April 12, 1952       AD or 3:30:42pm PST.  You can also set the time zone on the format if you wish. If you want even  more control over the format or parsing, (or want to give your users more  control), you can try casting the DateFormat you get from the factory  methods to a SimpleDateFormat. This will work for the majority of  countries; just remember to put it in a try block in case you encounter an  unusual one.  You can also use forms of the parse and format methods with ParsePosition  and FieldPosition to allow you to      * progressively parse through pieces of a string.     * align any particular field, or find out where it is for selection on       the screen.   Synchronization  Date formats are not synchronized. It is recommended to create separate  format instances for each thread. If multiple threads access a format  concurrently, it must be synchronized externally.  See Also:     Format, NumberFormat, SimpleDateFormat, Calendar, GregorianCalendar,      TimeZone, Serialized Form",1,1,0,1,1,0,1,1,1,0,0,0,7,508,clean
501,39112,244102,247180,7,System.ServiceModel.Dispatcher.ChannelDispatcherBase.Attach(System.ServiceModel.ServiceHostBase),"Additional online Documentation: Syntax: protected virtual void Attach( ServiceHostBase host ) Parameters hostType: System.ServiceModel.ServiceHostBase The ServiceHostBase for the service. Summary: When overridden in a derived class, attaches the channel dispatcher to a specific host. Remarks: This method can only be set when the instance of the ChannelDispatcher is in the Created state, as this is the only state that is both mutable and not disposed. A ServiceHost calls this method when the ChannelDispatcherBase is added to its ChannelDispatchers collection. This gives the ChannelDispatcherBase a chance to hook events and inspect the ServiceHost, and provides the value that should be returned from the Host property.",1,0,0,1,0,1,0,0,0,0,0,0,3,105,clean
502,38546,225930,228894,7,System.DirectoryServices.Protocols.ModifyDNResponse,Additional online Documentation: Syntax: public class ModifyDNResponse : DirectoryResponse Summary: The ModifyDNResponse class is returned by SendRequest as a response to ModifyDNRequest. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.,1,0,0,0,0,0,1,0,0,0,0,0,2,46,clean
503,32679,448711,452455,8,public abstract NumberFormat getNumberInstance(Locale locale),Returns a new general-purpose NumberFormat instance for the specified locale.  Parameters: locale - the desired locale Returns: a general-purpose number formatter Throws: NullPointerException - if locale is null IllegalArgumentException - if locale isn't one of the locales returned from getAvailableLocales(). See Also: NumberFormat.getNumberInstance(java.util.Locale),1,0,0,0,0,0,0,0,0,0,0,1,2,47,mixed
504,33395,457182,460926,8,public abstract class HttpsURLConnection   ,"HttpsURLConnection extends HttpURLConnection with support for  https-specific features.  See http://www.w3.org/pub/WWW/Protocols/ and RFC 2818 for more details on  the https specification.  This class uses HostnameVerifier and SSLSocketFactory. There are default  implementations defined for both classes. However, the implementations can  be replaced on a per-class (static) or per-instance basis. All new  HttpsURLConnections instances will be assigned the default static values  at instance creation, but they can be overriden by calling the appropriate  per-instance set method(s) before connecting.  Since:     1.4",0,0,0,0,0,0,1,1,0,0,1,0,3,86,clean
505,38246,215926,218868,7,System.Data.OracleClient.OracleCommand.Prepare,"Additional online Documentation: Syntax: public override void Prepare() Implements IDbCommand.Prepare Summary: Creates a prepared (or compiled) version of the command at the data source. Remarks: Before you call Prepare, specify the data type of each parameter in the statement to be prepared.",1,0,0,0,0,0,0,0,0,0,1,0,2,43,clean
506,32579,445900,449644,8,public void write(int b) throws IOException,"Updates the message digest (if the digest function is on) using the specified byte, and in any case writes the byte to the output stream. That is, if the digest function is on (see on), this method calls update on the message digest associated with this stream, passing it the byte b. This method then writes the byte to the output stream, blocking until the byte is actually written.  Overrides: write in class FilterOutputStream Parameters: b - the byte to be used for updating and writing to the output stream. Throws: IOException - if an I/O error occurs. See Also: MessageDigest.update(byte)",1,0,0,0,1,1,1,0,0,0,0,1,5,102,mixed
507,32147,436597,440341,8,public static final SystemColor inactiveCaption, The color rendered for the window-title background of inactive windows. ,0,0,0,0,0,0,0,0,0,0,0,0,0,11,
508,33825,462350,466094,8,public int getDisplayedMnemonicIndex(),"Returns the character, as an index, that the look and feel should provide decoration for as representing the mnemonic character.  Returns: index representing mnemonic character Since: 1.4 See Also: setDisplayedMnemonicIndex(int)",1,0,0,0,0,0,0,0,0,0,0,1,2,30,mixed
509,38159,214954,217894,7,System.Data.Objects.SaveOptions,Additional online Documentation: Syntax: [FlagsAttribute] public enum SaveOptions Summary: Specifies the behavior of the object context when the SaveChanges(SaveOptions) method is called.,1,0,0,0,0,0,0,0,0,0,1,1,3,23,mixed
510,32150,435825,439569,8,"public int statusID(int id, boolean load)","Calculates and returns the bitwise inclusive OR of the status of all media with the specified identifier that are tracked by this media tracker.  Possible flags defined by the MediaTracker class are LOADING, ABORTED, ERRORED, and COMPLETE. An image that hasn't started loading has zero as its status.  If the value of load is true, then this method starts loading any images that are not yet being loaded.  Parameters: id - the identifier of the images to check load - if true, start loading any images that are not yet being loaded Returns: the bitwise inclusive OR of the status of all of the media with the specified identifier that are being tracked See Also: statusAll(boolean), LOADING, ABORTED, ERRORED, COMPLETE",1,0,0,0,0,0,1,0,0,0,0,1,3,120,mixed
512,39486,256255,259935,7,System.Web.Configuration.HttpCapabilitiesBase.RequiresUniqueHtmlCheckboxNames,"Additional online Documentation: Syntax: public virtual bool RequiresUniqueHtmlCheckboxNames { get; } Property Value Type: System.Boolean true if the browser requires unique name attribute values of multiple HTML <input type=#checkbox#> elements; otherwise, false. The default is false. Summary: Gets a value indicating whether the browser requires unique name attribute values of multiple HTML <input type=#checkbox#> elements. Example: The following code example shows how to determine whether the browser requires unique NAME attribute values of multiple HTML <input type=#checkbox#> elements.",1,0,0,0,0,0,1,0,1,0,0,0,3,80,clean
513,39083,239904,242970,7,System.ServiceModel.NetTcpBinding.NetTcpBinding(),Additional online Documentation: Summary: Initializes a new instance of the NetTcpBinding class. Remarks: The security behavior is configurable using the optional securityMode parameter in the constructor. The use of WS-ReliableMessaging is configurable using the optional reliableSessionEnabled parameter.,1,0,0,1,0,0,0,0,1,0,0,1,4,38,mixed
514,40103,264146,267844,7,"System.Windows.Forms.DataGridViewComboBoxCell.GetPreferredSize(System.Drawing.Graphics,System.Windows.Forms.DataGridViewCellStyle,System.Int32,System.Drawing.Size)","Additional online Documentation: Syntax: protected override Size GetPreferredSize( Graphics graphics, DataGridViewCellStyle cellStyle, int rowIndex, Size constraintSize ) Parameters graphicsType: System.Drawing.Graphics The Graphics used to draw the cell. cellStyleType: System.Windows.Forms.DataGridViewCellStyle A DataGridViewCellStyle that represents the style of the cell. rowIndexType: System.Int32 The zero-based row index of the cell. constraintSizeType: System.Drawing.Size The cell's maximum allowable size. Return Value Type: System.Drawing.Size A Size that represents the preferred size, in pixels, of the cell. Summary: Calculates the preferred size, in pixels, of the cell.",1,0,0,0,0,0,0,0,0,0,0,1,2,91,mixed
515,38727,232170,235146,7,System.IdentityModel.Tokens.GenericXmlSecurityToken,"Additional online Documentation: Syntax: public class GenericXmlSecurityToken : SecurityToken Summary: Represents a security token that is based upon XML. Remarks: Use the GenericXmlSecurityToken class when you receive a token over the wire that is not defined in a specification or there is no way for you to determine the type of the security token. For example, in a federation scenario when you send a Request Security Token (RST) to a Security Token Service (STS) you do not always know the type of the security token returned by the STS. In such cases, you can use a GenericXmlSecurityToken to store the security token as XML along with its internal and external references. Use the GenericXmlSecurityToken class to define claims using XML when one of the built-in security tokens does not suffice. Other security tokens can define their claims using XML, however the GenericXmlSecurityToken security token generically allows a security token to have an application-defined set of XML. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,0,0,0,0,0,1,0,0,0,0,2,182,clean
516,40241,266568,270274,7,System.Workflow.Activities.Rules.RuleLiteralResult,Additional online Documentation: Syntax: public class RuleLiteralResult : RuleExpressionResult Summary: Represents the literal result of a custom expression written using IRuleExpression. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.,0,0,0,0,0,0,1,0,0,0,0,0,1,45,clean
517,37809,210274,213204,7,System.ComponentModel.Composition.Primitives.ExportDefinition,Additional online Documentation: Syntax: public class ExportDefinition Summary: Describes the contract that a particular Export object satisfies. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.,1,0,0,0,0,0,0,0,0,0,0,1,2,42,mixed
518,32342,441174,444918,8,public interface Externalizable   ,"Only the identity of the class of an Externalizable instance is written in  the serialization stream and it is the responsibility of the class to save  and restore the contents of its instances. The writeExternal and  readExternal methods of the Externalizable interface are implemented by a  class to give the class complete control over the format and contents of  the stream for an object and its supertypes. These methods must explicitly  coordinate with the supertype to save its state. These methods supersede  customized implementations of writeObject and readObject methods. Object Serialization uses the Serializable and Externalizable interfaces.  Object persistence mechanisms can use them as well. Each object to be  stored is tested for the Externalizable interface. If the object supports  Externalizable, the writeExternal method is called. If the object does not  support Externalizable and does implement Serializable, the object is saved  using ObjectOutputStream. When an Externalizable object is reconstructed, an instance is created  using the public no-arg constructor, then the readExternal method called.  Serializable objects are restored by reading them from an  ObjectInputStream. An Externalizable instance can designate a substitution object via the  writeReplace and readResolve methods documented in the Serializable  interface.  Since:     JDK1.1 See Also:     ObjectOutputStream, ObjectInputStream, ObjectOutput, ObjectInput,      Serializable",1,0,1,1,0,1,1,1,0,0,0,0,6,202,clean
519,33427,487436,491180,8,@Target(value=TYPE) @Retention(value=RUNTIME) public @interface NamedQueries ,"Specifies multiple named Java Persistence query language queries. Query  names are scoped to the persistence unit. The NamedQueries annotation can  be applied to an entity or mapped superclass.  Since:     Java Persistence 1.0 See Also:     NamedQuery  Required Element Summary  NamedQuery[] 	value           (Required) An array of NamedQuery annotations.    Element Detail   value   public abstract NamedQuery[] value      (Required) An array of NamedQuery annotations.  Overview  	 Package  	  Class  	 Tree  	 Deprecated  	 Index  	 Help   PREV CLASS   NEXT CLASS 	 FRAMES    NO FRAMES     SUMMARY: REQUIRED | OPTIONAL 	 DETAIL: ELEMENT Submit a bug or feature  Copyright © 2009-2011, Oracle Corporation and/or its affiliates. All Rights  Reserved. Use is subject to license terms.  Generated on 10-February-2011 12:41",1,1,0,0,0,0,0,0,0,0,0,0,2,102,clean
520,33864,461804,465548,8,public int getHeight(),"Returns the current height of this component. This method is preferable to writing component.getBounds().height, or component.getSize().height because it doesn't cause any heap allocations.  Overrides: getHeight in class Component Returns: the current height of this component",1,0,0,0,0,0,0,0,0,0,0,1,2,40,mixed
521,39318,244802,248456,7,System.Transactions.TransactionException,"Additional online Documentation: Syntax: [SerializableAttribute] public class TransactionException : SystemException Summary: The exception that is thrown when you attempt to do work on a transaction that cannot accept new work. Remarks: TransactionException is a recoverable error, and all the exceptions thrown by the System.Transactions infrastructure derive from this exception. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,0,0,0,0,1,0,0,0,0,0,2,74,clean
522,34464,475135,478879,8,T invoke(T msg),Invoke a service operation synchronously. The client is responsible for ensuring that the msg object when marshalled is formed according to the requirements of the protocol binding in use.  Parameters: msg - An object that will form the message or payload of the message used to invoke the operation. Returns: The response message or message payload to the operation invocation. Throws: WebServiceException - If a fault occurs during communication with the service WebServiceException - If there is any error in the configuration of the Dispatch instance,1,1,0,0,0,0,0,0,0,0,0,0,2,83,clean
523,34785,452813,456557,8,"public InvalidActivityException(String message, Throwable cause)",Constructs a new throwable with the specified detail message and cause.  Parameters: message - the detail message. cause - a chained exception of type Throwable.,0,0,0,0,0,0,0,0,0,0,0,0,0,23,
524,33394,457437,461181,8,public abstract class TrustManagerFactorySpi   ,"This class defines the Service Provider Interface (SPI) for the  TrustManagerFactory class.  All the abstract methods in this class must be implemented by each  cryptographic service provider who wishes to supply the implementation of a  particular trust manager factory.  Since:     1.4 See Also:     TrustManagerFactory, TrustManager",0,0,1,0,0,0,0,0,0,0,0,1,2,44,mixed
525,33988,466813,470557,8,protected JComponent inputComponent, JComponent provide for input if optionPane.getWantsInput() returns true. ,1,0,0,0,0,0,1,0,0,0,0,0,2,9,clean
526,34184,471939,475683,8,public static final String IMG_BORDER, Align images at the border.  See Also: Constant Field Values ,1,0,0,0,0,0,0,0,0,0,0,1,2,10,mixed
527,40146,260953,264647,7,System.Windows.Forms.AutoCompleteStringCollection.IsReadOnly,Additional online Documentation: Syntax: public bool IsReadOnly { get; } Property Value Type: System.Boolean false in all cases. Summary: Gets a value indicating whether the contents of the collection are read-only.,1,0,0,0,0,0,1,0,0,0,0,1,3,31,mixed
528,32422,443133,446877,8,public int capacity(),"Returns the current capacity. The capacity is the amount of storage available for newly inserted characters, beyond which an allocation will occur.  Returns: the current capacity",1,1,0,0,0,0,0,0,0,0,0,0,2,26,clean
529,34509,476582,480326,8,Deprecated. Deprecated by CORBA 2.2. Deprecated. Deprecated by CORBA 2.2.,"@Deprecated public final class PrincipalHolder      extends Object implements Streamable   The Holder for Principal. For more information on Holder files, see  Generated Files: Holder Files.  A container class for values of type Principal that is used to ",0,0,1,0,0,0,0,0,0,0,0,0,1,135,clean
530,32536,445489,449233,8,"public static boolean inactive(ActivationID id) throws UnknownObjectException, ActivationException, RemoteException","Informs the system that the object with the corresponding activation id is currently inactive. If the object is currently active, the object is unexported from the RMI runtime (only if there are no pending or in-progress calls) so the that it can no longer receive incoming calls. This call informs this VM's ActivationGroup that the object is inactive, that, in turn, informs its ActivationMonitor. If this call completes successfully, a subsequent activate request to the activator will cause the object to reactivate. The operation may still succeed if the object is considered active but has already unexported itself.  Parameters: id - the object's activation identifier Returns: true if the operation succeeds (the operation will succeed if the object in currently known to be active and is either already unexported or is currently exported and has no pending/executing calls); false is returned if the object has pending/executing calls in which case it cannot be deactivated Throws: UnknownObjectException - if object is not known (it may already be inactive) ActivationException - if group is not active RemoteException - if call informing monitor fails Since: 1.2",1,0,0,0,0,1,1,0,0,0,0,0,3,183,clean
532,39708,249778,253445,7,System.Web.UI.WebControls.ListView.ItemCanceling,"Additional online Documentation: Syntax: public event EventHandler<ListViewCancelEventArgs> ItemCanceling ASP.NET Copy <asp:ListView OnItemCanceling=#EventHandler# /> Summary: Occurs when a cancel operation is requested, but before the ListView control cancels the insert or edit operation. Remarks: The ListView control raises the ItemCanceling event when a Cancel button in the InsertItemTemplate or EditItemTemplate template is clicked, but before the ListView control cancels the insert or edit operation. (A Cancel button is a button control whose CommandName property is set to #Cancel#.) This enables you to perform a custom routine whenever this event occurs, such as stopping the cancel operation if it would put the item in an unwanted state. A ListViewCancelEventArgs object is passed to the event handler, which enables you to determine the index of the item. It also lets you indicate that the cancel operation should be stopped. To stop the operation, set the Cancel property of the ListViewCancelEventArgs object to true. For more information about how to handle events, see Consuming Events. Example: The following example shows how to create an ItemCanceling event handler. Security Note This example contains text boxes that accept user input, which is a potential security threat. By default, ASP.NET Web pages validate that user input does not include script or HTML elements. For more information, see Script Exploits Overview.",1,1,0,0,0,1,1,0,1,1,1,0,7,217,clean
533,39597,247087,250745,7,System.Web.UI.DataVisualization.Charting.LegendItemsCollection,"Additional online Documentation: Syntax: public class LegendItemsCollection : ChartElementCollection<LegendItem> Summary: Represents a collection of LegendItem objects. Remarks: The LegendItemsCollection class represents a collection of LegendItem objects, which in turn represent items in a legend. This collection class is exposed in two ways: As the CustomItems object property of the Legend object, which can be used to add, delete or modify custom legend items. The term #custom# refers to legend items that have user-defined text, symbol color, and so forth. In comparison, #default# legend items are items that are automatically inserted into the legend and represent a data series or data point. Default legend item entries for pie and doughnut charts represent the plotted data points, whereas item entries for all other chart types represent the plotted series. The CustomItems property is available at both design time and run time. In the CustomizeLegend event, as the LegendItems property of the CustomizeLegendEventArgs parameter. The LegendItems property stores both default legend items and custom legend items that have been added to the Chart control at design time. Legend items can be modified or deleted; in addition, their order can be changed. To add legend items to the collection, use one of the overloaded Add and Insert methods in this class. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,0,0,0,0,1,0,0,0,0,1,3,233,mixed
534,33704,460430,464174,8,public String getBaseTypeName() throws SerialException,Retrieves the DBMS-specific type name for the elements in this SerialArray object.  Specified by: getBaseTypeName in interface Array Returns: the SQL type name used by the DBMS for the base type of this SerialArray object Throws: SerialException - if an error occurs,1,0,0,0,0,0,0,0,0,0,0,1,2,42,mixed
535,33484,458337,462081,8,public final class PageRanges   ,"Class PageRanges is a printing attribute class, a set of integers, that  identifies the range(s) of print-stream pages that the Printer object uses  for each copy of each document which are to be printed. Nothing is printed  for any pages identified that do not exist in the document(s). The  attribute is associated with print-stream pages, not application-numbered  pages (for example, the page numbers found in the headers and or footers  for certain word processing applications).  In most cases, the exact pages to be printed will be generated by a device  driver and this attribute would not be required. However, when printing an  archived document which has already been formatted, the end user may elect  to print just a subset of the pages contained in the document. In this  case, if a page range of n-m is specified, the first page to be printed  will be page n. All subsequent pages of the document will be printed  through and including page m.  If a PageRanges attribute is not specified for a print job, all pages of  the document will be printed. In other words, the default value for the  PageRanges attribute is always {{1, Integer.MAX_VALUE}}.  The effect of a PageRanges attribute on a multidoc print job (a job with  multiple documents) depends on whether all the docs have the same page  ranges specified or whether different docs have different page ranges  specified, and on the (perhaps defaulted) value of the  MultipleDocumentHandling attribute.      * If all the docs have the same page ranges specified, then any value       of MultipleDocumentHandling makes sense, and the printer's processing       depends on the MultipleDocumentHandling value:           o SINGLE_DOCUMENT -- All the input docs will be combined together             into one output document. The specified page ranges of that             output document will be printed.            o SINGLE_DOCUMENT_NEW_SHEET -- All the input docs will be             combined together into one output document, and the first             impression of each input doc will always start on a new media             sheet. The specified page ranges of that output document will             be printed.            o SEPARATE_DOCUMENTS_UNCOLLATED_COPIES -- For each separate input             doc, the specified page ranges will be printed.            o SEPARATE_DOCUMENTS_COLLATED_COPIES -- For each separate input             doc, the specified page ranges will be printed.           o SEPARATE_DOCUMENTS_UNCOLLATED_COPIES -- For each separate input             doc, its own specified page ranges will be printed..            o SEPARATE_DOCUMENTS_COLLATED_COPIES -- For each separate input             doc, its own specified page ranges will be printed..  IPP Compatibility: The PageRanges attribute's canonical array form gives  the lower and upper bound for each range of pages to be included in and IPP  page-ranges attribute. See class SetOfIntegerSyntax for an explanation of  canonical array form. The category name returned by getName() gives the IPP  attribute name.  See Also:     Serialized Form",1,1,1,1,1,1,1,1,0,0,0,0,8,469,clean
536,33933,467121,470865,8,public class BasicSliderUI.FocusHandler   ,Focus-change listener.  This class should be treated as a protected inner class. Instantiate it  only within subclasses of .,0,0,1,0,0,0,0,0,0,0,0,1,2,19,mixed
537,39024,243241,246315,7,System.ServiceModel.Configuration.WsdlImporterElementCollection,"Additional online Documentation: Syntax: [ConfigurationCollectionAttribute(typeof(WsdlImporterElement), AddItemName = #extension#)] public sealed class WsdlImporterElementCollection : ServiceModelEnhancedConfigurationElementCollection<WsdlImporterElement> Summary: Represents a collection of WsdlImporterElement instances. This class cannot be inherited. ThreadSafety: Any public static (Shared in Visual Basic) members of this type are thread safe. Any instance members are not guaranteed to be thread safe.",1,0,1,0,0,0,0,0,0,0,0,1,3,52,mixed
538,32720,449935,453679,8,public BigInteger nextBigInteger(int radix),"Scans the next token of the input as a BigInteger.  If the next token matches the Integer regular expression defined above then the token is converted into a BigInteger value as if by removing all group separators, mapping non-ASCII digits into ASCII digits via the Character.digit, and passing the resulting string to the BigInteger(String, int) constructor with the specified radix.  Parameters: radix - the radix used to interpret the token Returns: the BigInteger scanned from the input Throws: InputMismatchException - if the next token does not match the Integer regular expression, or is out of range NoSuchElementException - if the input is exhausted IllegalStateException - if this scanner is closed",1,0,0,0,0,1,0,0,0,0,0,0,2,109,clean
539,32774,451129,454873,8,public interface Condition ,"Condition factors out the Object monitor methods (wait, notify and  notifyAll) into distinct objects to give the effect of having multiple  wait-sets per object, by combining them with the use of arbitrary Lock  implementations. Where a Lock replaces the use of synchronized methods and  statements, a Condition replaces the use of the Object monitor methods.  Conditions (also known as condition queues or condition variables) provide  a means for one thread to suspend execution (to wait) until notified by  another thread that some state condition may now be true. Because access to  this shared state information occurs in different threads, it must be  protected, so a lock of some form is associated with the condition. The key  property that waiting for a condition provides is that it atomically  releases the associated lock and suspends the current thread, just like  Object.wait.  A Condition instance is intrinsically bound to a lock. To obtain a  Condition instance for a particular Lock instance use its newCondition()  method.  As an example, suppose we have a bounded buffer which supports put and  take methods. If a take is attempted on an empty buffer, then the thread  will block until an item becomes available; if a put is attempted on a full  buffer, then the thread will block until a space becomes available. We  would like to keep waiting put threads and take threads in separate  wait-sets so that we can use the optimization of only notifying a single  thread at a time when items or spaces become available in the buffer. This  can be achieved using two Condition instances.   class BoundedBuffer { final Lock lock = new ReentrantLock(); final Condition notFull  = lock.newCondition();  final Condition notEmpty = lock.newCondition();   final Object[] items = new Object[100]; int putptr, takeptr, count;  public void put(Object x) throws InterruptedException { lock.lock(); try { while (count == items.length) notFull.await(); items[putptr] = x; if (++putptr == items.length) putptr = 0; ++count; notEmpty.signal(); } finally { lock.unlock(); } }  public Object take() throws InterruptedException { lock.lock(); try { while (count == 0) notEmpty.await(); Object x = items[takeptr]; if (++takeptr == items.length) takeptr = 0; --count; notFull.signal(); return x; } finally { lock.unlock(); } } }   (The ArrayBlockingQueue class provides this functionality, so there is no  reason to implement this sample usage class.)  A Condition implementation can provide behavior and semantics that is  different from that of the Object monitor methods, such as guaranteed  ordering for notifications, or not requiring a lock to be held when  performing notifications. If an implementation provides such specialized  semantics then the implementation must document those semantics.  Note that Condition instances are just normal objects and can themselves be  used as the target in a synchronized statement, and can have their own  monitor wait and notification methods invoked. Acquiring the monitor lock  of a Condition instance, or using its monitor methods, has no specified  relationship with acquiring the Lock associated with that Condition or the  use of its waiting and signalling methods. It is recommended that to avoid  confusion you never use Condition instances in this way, except perhaps  within their own implementation.  Except where noted, passing a null value for any parameter will result in a  NullPointerException being thrown.   Implementation Considerations  When waiting upon a Condition, a spurious wakeup is permitted to occur,  in general, as a concession to the underlying platform semantics. This has  little practical impact on most application programs as a Condition should  always be waited upon in a loop, testing the state predicate that is being  waited for. An implementation is free to remove the possibility of spurious  wakeups but it is recommended that applications programmers always assume  that they can occur and so always wait in a loop.  The three forms of condition waiting (interruptible, non-interruptible, and  timed) may differ in their ease of implementation on some platforms and in  their performance characteristics. In particular, it may be difficult to  provide these features and maintain specific semantics such as ordering  guarantees. Further, the ability to interrupt the actual suspension of the  thread may not always be feasible to implement on all platforms.  Consequently, an implementation is not required to define exactly the same  guarantees or semantics for all three forms of waiting, nor is it required  to support interruption of the actual suspension of the thread.  An implementation is required to clearly document the semantics and  guarantees provided by each of the waiting methods, and when an  implementation does support interruption of thread suspension then it must  obey the interruption semantics as defined in this interface.  As interruption generally implies cancellation, and checks for interruption  are often infrequent, an implementation can favor responding to an  interrupt over normal method return. This is true even if it can be shown  that the interrupt occurred after another action may have unblocked the  thread. An implementation should document this behavior.  Since:     1.5",1,0,0,1,1,0,1,1,1,0,0,0,6,794,clean
540,34271,490622,494366,8,public static interface RuntimeDelegate.HeaderDelegate<T> ,Defines the contract for a delegate that is responsible for converting  between the String form of a HTTP header and the corresponding JAX-RS type  T.,1,0,0,0,0,0,0,0,0,0,0,0,1,26,clean
